name,National ?,Type,Species,Height,Weight,Abilities,Local ?,Japanese,EV yield,Catch rate,Base Happiness,Base EXP,Growth Rate,Egg Groups,Gender,Egg cycles,Total,HP,Attack,Defense,Sp. Atk,Sp. Def,Speed,defenses,evolution_moves,levelup_moves,egg_moves,tutor_moves,tm_moves
Metapod,011,Bug ,Cocoon Pokémon,2?4? (0.71m),21.8 lbs (9.9 kg),Shed Skin,011 (Red/Blue)025 (Gold/Silver)011 (FireRed/LeafGreen)025 (HeartGold/SoulSilver)024 (X/Y)018 (Sun/Moon)018 (Ultra Sun/Ultra Moon)018 (Ultra Sun/Ultra Moon)009 (Ultra Sun/Ultra Moon),Toranseru,2 Defense ,"120 (15.7% with PokéBall, full HP)",70 (normal),72,Medium Fast,Bug ,"50% male, 50% female","15 (base 3,840 steps)",205,50,20,55,25,25,30,"OrderedDict([('Nor', ''), ('Fir', '2'), ('Wat', ''), ('Ele', ''), ('Gra', '½'), ('Ice', ''), ('Fig', '½'), ('Poi', ''), ('Gro', '½'), ('Fly', '2'), ('Psy', ''), ('Bug', ''), ('Roc', '2'), ('Gho', ''), ('Dra', ''), ('Dar', ''), ('Ste', ''), ('Fai', '')])","OrderedDict([('Harden', 'Normal')])","OrderedDict([('Harden', '1')])",OrderedDict(),"OrderedDict([('Bug Bite', 'Bug'), ('Electroweb', 'Electric'), ('Iron Defense', 'Steel')])",OrderedDict()
Butterfree,012,Bug Flying ,Butterfly Pokémon,3?7? (1.09m),70.5 lbs (32.0 kg),Compound EyesTinted Lens (hidden ability),012 (Red/Blue)026 (Gold/Silver)012 (FireRed/LeafGreen)026 (HeartGold/SoulSilver)025 (X/Y)019 (Sun/Moon)019 (Ultra Sun/Ultra Moon)019 (Ultra Sun/Ultra Moon)010 (Ultra Sun/Ultra Moon),Batafuri,"2 Special Attack, 1 Special Defense ","45 (5.9% with PokéBall, full HP)",70 (normal),160,Medium Fast,Bug ,"50% male, 50% female","15 (base 3,840 steps)",395,60,45,50,90,80,70,"OrderedDict([('Nor', ''), ('Fir', '2'), ('Wat', ''), ('Ele', '2'), ('Gra', '¼'), ('Ice', '2'), ('Fig', '¼'), ('Poi', ''), ('Gro', '0'), ('Fly', '2'), ('Psy', ''), ('Bug', '½'), ('Roc', '4'), ('Gho', ''), ('Dra', ''), ('Dar', ''), ('Ste', ''), ('Fai', '')])","OrderedDict([('Gust', 'Flying')])","OrderedDict([('Confusion', '11'), ('Gust', '1'), ('Poison Powder', '13'), ('Sleep Powder', '13'), ('Stun Spore', '13'), ('Psybeam', '17'), ('Silver Wind', '19'), ('Supersonic', '23'), ('Safeguard', '25'), ('Whirlwind', '29'), ('Bug Buzz', '31'), ('Rage Powder', '35'), ('Captivate', '37'), ('Tailwind', '41'), ('Air Slash', '43'), ('Quiver Dance', '47')])",OrderedDict(),"OrderedDict([('Bug Bite', 'Bug'), ('Defog', 'Flying'), ('Electroweb', 'Electric'), ('Giga Drain', 'Grass'), ('Signal Beam', 'Bug'), ('Skill Swap', 'Psychic'), ('Snore', 'Normal'), ('Tailwind', 'Flying')])","OrderedDict([('Toxic', '6'), ('Venoshock', '9'), ('Hidden Power', '10'), ('Sunny Day', '11'), ('Hyper Beam', '15'), ('Protect', '17'), ('Rain Dance', '18'), ('Roost', '19'), ('Safeguard', '20'), ('Frustration', '21'), ('Solar Beam', '22'), ('Return', '27'), ('Psychic', '29'), ('Shadow Ball', '30'), ('Double Team', '32'), ('Aerial Ace', '40'), ('Facade', '42'), ('Rest', '44'), ('Attract', '45'), ('Thief', '46'), ('Round', '48'), ('Energy Ball', '53'), ('Acrobatics', '62'), ('Giga Impact', '68'), ('Psych Up', '77'), ('Infestation', '83'), ('Dream Eater', '85'), ('Swagger', '87'), ('Sleep Talk', '88'), ('U-turn', '89'), ('Substitute', '90'), ('Confide', '100')])"
Weedle,013,Bug Poison ,Hairy Bug Pokémon,1?0? (0.30m),7.1 lbs (3.2 kg),Shield DustRun Away (hidden ability),013 (Red/Blue)027 (Gold/Silver)013 (FireRed/LeafGreen)027 (HeartGold/SoulSilver)026 (X/Y),Bidoru,1 Speed ,"255 (33.3% with PokéBall, full HP)",70 (normal),52,Medium Fast,Bug ,"50% male, 50% female","15 (base 3,840 steps)",195,40,35,30,20,20,50,"OrderedDict([('Nor', ''), ('Fir', '2'), ('Wat', ''), ('Ele', ''), ('Gra', '¼'), ('Ice', ''), ('Fig', '¼'), ('Poi', '½'), ('Gro', ''), ('Fly', '2'), ('Psy', '2'), ('Bug', '½'), ('Roc', '2'), ('Gho', ''), ('Dra', ''), ('Dar', ''), ('Ste', ''), ('Fai', '½')])",OrderedDict(),"OrderedDict([('Poison Sting', '1'), ('String Shot', '1'), ('Bug Bite', '9')])",OrderedDict(),"OrderedDict([('Bug Bite', 'Bug'), ('Electroweb', 'Electric')])",OrderedDict()
Kakuna,014,Bug Poison ,Cocoon Pokémon,2?0? (0.61m),22 lbs (10.0 kg),Shed Skin,014 (Red/Blue)028 (Gold/Silver)014 (FireRed/LeafGreen)028 (HeartGold/SoulSilver)027 (X/Y),Kokun,2 Defense ,"120 (15.7% with PokéBall, full HP)",70 (normal),71,Medium Fast,Bug ,"50% male, 50% female","15 (base 3,840 steps)",205,45,25,50,25,25,35,"OrderedDict([('Nor', ''), ('Fir', '2'), ('Wat', ''), ('Ele', ''), ('Gra', '¼'), ('Ice', ''), ('Fig', '¼'), ('Poi', '½'), ('Gro', ''), ('Fly', '2'), ('Psy', '2'), ('Bug', '½'), ('Roc', '2'), ('Gho', ''), ('Dra', ''), ('Dar', ''), ('Ste', ''), ('Fai', '½')])","OrderedDict([('Harden', 'Normal')])","OrderedDict([('Harden', '1')])",OrderedDict(),"OrderedDict([('Bug Bite', 'Bug'), ('Electroweb', 'Electric'), ('Iron Defense', 'Steel')])",OrderedDict()
Beedrill,015,Bug Poison ,Poison Bee Pokémon,3?3? (0.99m),65 lbs (29.5 kg),SwarmSniper (hidden ability),015 (Red/Blue)029 (Gold/Silver)015 (FireRed/LeafGreen)029 (HeartGold/SoulSilver)028 (X/Y),Supia,"2 Attack, 1 Special Defense ","45 (5.9% with PokéBall, full HP)",70 (normal),159,Medium Fast,Bug ,"50% male, 50% female","15 (base 3,840 steps)",395,65,90,40,45,80,75,"OrderedDict([('Nor', ''), ('Fir', '2'), ('Wat', ''), ('Ele', ''), ('Gra', '¼'), ('Ice', ''), ('Fig', '¼'), ('Poi', '½'), ('Gro', ''), ('Fly', '2'), ('Psy', '2'), ('Bug', '½'), ('Roc', '2'), ('Gho', ''), ('Dra', ''), ('Dar', ''), ('Ste', ''), ('Fai', '½')])","OrderedDict([('Twineedle', 'Bug')])","OrderedDict([('Fury Attack', '11'), ('Twineedle', '1'), ('Rage', '14'), ('Pursuit', '17'), ('Focus Energy', '20'), ('Venoshock', '23'), ('Assurance', '26'), ('Toxic Spikes', '29'), ('Pin Missile', '32'), ('Poison Jab', '35'), ('Agility', '38'), ('Endeavor', '41'), ('Fell Stinger', '44')])",OrderedDict(),"OrderedDict([('Bug Bite', 'Bug'), ('Defog', 'Flying'), ('Drill Run', 'Ground'), ('Electroweb', 'Electric'), ('Endeavor', 'Normal'), ('Giga Drain', 'Grass'), ('Knock Off', 'Dark'), ('Laser Focus', 'Normal'), ('Snore', 'Normal'), ('Tailwind', 'Flying'), ('Throat Chop', 'Dark')])","OrderedDict([('Toxic', '6'), ('Venoshock', '9'), ('Hidden Power', '10'), ('Sunny Day', '11'), ('Hyper Beam', '15'), ('Protect', '17'), ('Roost', '19'), ('Frustration', '21'), ('Solar Beam', '22'), ('Return', '27'), ('Brick Break', '31'), ('Double Team', '32'), ('Sludge Bomb', '36'), ('Aerial Ace', '40'), ('Facade', '42'), ('Rest', '44'), ('Attract', '45'), ('Thief', '46'), ('Round', '48'), ('False Swipe', '54'), ('Brutal Swing', '59'), ('Acrobatics', '62'), ('Payback', '66'), ('Giga Impact', '68'), ('Swords Dance', '75'), ('X-Scissor', '81'), ('Infestation', '83'), ('Poison Jab', '84'), ('Swagger', '87'), ('Sleep Talk', '88'), ('U-turn', '89'), ('Substitute', '90'), ('Confide', '100')])"
Pidgey,016,Normal Flying ,Tiny Bird Pokémon,1?0? (0.30m),4 lbs (1.8 kg),Keen EyeTangled FeetBig Pecks (hidden ability),016 (Red/Blue)010 (Gold/Silver)016 (FireRed/LeafGreen)010 (HeartGold/SoulSilver)017 (X/Y),Poppo,1 Speed ,"255 (33.3% with PokéBall, full HP)",70 (normal),55,Medium Slow,Flying ,"50% male, 50% female","15 (base 3,840 steps)",251,40,45,40,35,35,56,"OrderedDict([('Nor', ''), ('Fir', ''), ('Wat', ''), ('Ele', '2'), ('Gra', '½'), ('Ice', '2'), ('Fig', ''), ('Poi', ''), ('Gro', '0'), ('Fly', ''), ('Psy', ''), ('Bug', '½'), ('Roc', '2'), ('Gho', '0'), ('Dra', ''), ('Dar', ''), ('Ste', ''), ('Fai', '')])",OrderedDict(),"OrderedDict([('Tackle', '1'), ('Sand Attack', '5'), ('Gust', '9'), ('Quick Attack', '13'), ('Whirlwind', '17'), ('Twister', '21'), ('Feather Dance', '25'), ('Agility', '29'), ('Wing Attack', '33'), ('Roost', '37'), ('Tailwind', '41'), ('Mirror Move', '45'), ('Air Slash', '49'), ('Hurricane', '53')])","OrderedDict([('Air Cutter', 'Flying'), ('Air Slash', 'Flying'), ('Brave Bird', 'Flying'), ('Defog', 'Flying'), ('Feint Attack', 'Dark'), ('Foresight', 'Normal'), ('Pursuit', 'Dark'), ('Steel Wing', 'Steel'), ('Uproar', 'Normal')])","OrderedDict([('Defog', 'Flying'), ('Heat Wave', 'Fire'), ('Sky Attack', 'Flying'), ('Snore', 'Normal'), ('Tailwind', 'Flying'), ('Uproar', 'Normal')])","OrderedDict([('Work Up', '1'), ('Toxic', '6'), ('Hidden Power', '10'), ('Sunny Day', '11'), ('Protect', '17'), ('Rain Dance', '18'), ('Roost', '19'), ('Frustration', '21'), ('Return', '27'), ('Double Team', '32'), ('Aerial Ace', '40'), ('Facade', '42'), ('Rest', '44'), ('Attract', '45'), ('Thief', '46'), ('Round', '48'), ('Steel Wing', '51'), ('Fly', '76'), ('Swagger', '87'), ('Sleep Talk', '88'), ('U-turn', '89'), ('Substitute', '90'), ('Confide', '100')])"
Pidgeotto,017,Normal Flying ,Bird Pokémon,3?7? (1.09m),66.1 lbs (30.0 kg),Keen EyeTangled FeetBig Pecks (hidden ability),017 (Red/Blue)011 (Gold/Silver)017 (FireRed/LeafGreen)011 (HeartGold/SoulSilver)018 (X/Y),Pijon,2 Speed ,"120 (15.7% with PokéBall, full HP)",70 (normal),113,Medium Slow,Flying ,"50% male, 50% female","15 (base 3,840 steps)",349,63,60,55,50,50,71,"OrderedDict([('Nor', ''), ('Fir', ''), ('Wat', ''), ('Ele', '2'), ('Gra', '½'), ('Ice', '2'), ('Fig', ''), ('Poi', ''), ('Gro', '0'), ('Fly', ''), ('Psy', ''), ('Bug', '½'), ('Roc', '2'), ('Gho', '0'), ('Dra', ''), ('Dar', ''), ('Ste', ''), ('Fai', '')])",OrderedDict(),"OrderedDict([('Gust', '9'), ('Sand Attack', '5'), ('Tackle', '1'), ('Quick Attack', '13'), ('Whirlwind', '17'), ('Twister', '22'), ('Feather Dance', '27'), ('Agility', '32'), ('Wing Attack', '37'), ('Roost', '42'), ('Tailwind', '47'), ('Mirror Move', '52'), ('Air Slash', '57'), ('Hurricane', '62')])","OrderedDict([('Air Cutter', 'Flying'), ('Air Slash', 'Flying'), ('Brave Bird', 'Flying'), ('Defog', 'Flying'), ('Feint Attack', 'Dark'), ('Foresight', 'Normal'), ('Pursuit', 'Dark'), ('Steel Wing', 'Steel'), ('Uproar', 'Normal')])","OrderedDict([('Defog', 'Flying'), ('Heat Wave', 'Fire'), ('Sky Attack', 'Flying'), ('Snore', 'Normal'), ('Tailwind', 'Flying'), ('Uproar', 'Normal')])","OrderedDict([('Work Up', '1'), ('Toxic', '6'), ('Hidden Power', '10'), ('Sunny Day', '11'), ('Protect', '17'), ('Rain Dance', '18'), ('Roost', '19'), ('Frustration', '21'), ('Return', '27'), ('Double Team', '32'), ('Aerial Ace', '40'), ('Facade', '42'), ('Rest', '44'), ('Attract', '45'), ('Thief', '46'), ('Round', '48'), ('Steel Wing', '51'), ('Fly', '76'), ('Swagger', '87'), ('Sleep Talk', '88'), ('U-turn', '89'), ('Substitute', '90'), ('Confide', '100')])"
Pidgeot,018,Normal Flying ,Bird Pokémon,4?11? (1.50m),87.1 lbs (39.5 kg),Keen EyeTangled FeetBig Pecks (hidden ability),018 (Red/Blue)012 (Gold/Silver)018 (FireRed/LeafGreen)012 (HeartGold/SoulSilver)019 (X/Y),Pijotto,3 Speed ,"45 (5.9% with PokéBall, full HP)",70 (normal),172,Medium Slow,Flying ,"50% male, 50% female","15 (base 3,840 steps)",479,83,80,75,70,70,101,"OrderedDict([('Nor', ''), ('Fir', ''), ('Wat', ''), ('Ele', '2'), ('Gra', '½'), ('Ice', '2'), ('Fig', ''), ('Poi', ''), ('Gro', '0'), ('Fly', ''), ('Psy', ''), ('Bug', '½'), ('Roc', '2'), ('Gho', '0'), ('Dra', ''), ('Dar', ''), ('Ste', ''), ('Fai', '')])",OrderedDict(),"OrderedDict([('Gust', '9'), ('Hurricane', '68'), ('Quick Attack', '13'), ('Sand Attack', '5'), ('Tackle', '1'), ('Whirlwind', '17'), ('Twister', '22'), ('Feather Dance', '27'), ('Agility', '32'), ('Wing Attack', '38'), ('Roost', '44'), ('Tailwind', '50'), ('Mirror Move', '56'), ('Air Slash', '62')])","OrderedDict([('Air Cutter', 'Flying'), ('Air Slash', 'Flying'), ('Brave Bird', 'Flying'), ('Defog', 'Flying'), ('Feint Attack', 'Dark'), ('Foresight', 'Normal'), ('Pursuit', 'Dark'), ('Steel Wing', 'Steel'), ('Uproar', 'Normal')])","OrderedDict([('Defog', 'Flying'), ('Heat Wave', 'Fire'), ('Laser Focus', 'Normal'), ('Sky Attack', 'Flying'), ('Snore', 'Normal'), ('Tailwind', 'Flying'), ('Uproar', 'Normal')])","OrderedDict([('Work Up', '1'), ('Toxic', '6'), ('Hidden Power', '10'), ('Sunny Day', '11'), ('Hyper Beam', '15'), ('Protect', '17'), ('Rain Dance', '18'), ('Roost', '19'), ('Frustration', '21'), ('Return', '27'), ('Double Team', '32'), ('Aerial Ace', '40'), ('Facade', '42'), ('Rest', '44'), ('Attract', '45'), ('Thief', '46'), ('Round', '48'), ('Steel Wing', '51'), ('Giga Impact', '68'), ('Fly', '76'), ('Swagger', '87'), ('Sleep Talk', '88'), ('U-turn', '89'), ('Substitute', '90'), ('Confide', '100')])"
Rattata,019,Normal ,Mouse Pokémon,1?0? (0.30m),7.7 lbs (3.5 kg),GutsRun AwayHustle (hidden ability),019 (Red/Blue)017 (Gold/Silver)019 (FireRed/LeafGreen)017 (HeartGold/SoulSilver)059 (Black 2/White 2)015 (Sun/Moon)015 (Ultra Sun/Ultra Moon)015 (Ultra Sun/Ultra Moon)006 (Ultra Sun/Ultra Moon)006 (Ultra Sun/Ultra Moon)006 (Ultra Sun/Ultra Moon),Koratta,1 Speed ,"255 (33.3% with PokéBall, full HP)",70 (normal),57,Medium Fast,Field ,"50% male, 50% female","15 (base 3,840 steps)",253,30,56,35,25,35,72,"OrderedDict([('Nor', ''), ('Fir', ''), ('Wat', ''), ('Ele', ''), ('Gra', ''), ('Ice', ''), ('Fig', '2'), ('Poi', ''), ('Gro', ''), ('Fly', ''), ('Psy', ''), ('Bug', ''), ('Roc', ''), ('Gho', '0'), ('Dra', ''), ('Dar', ''), ('Ste', ''), ('Fai', '')])",OrderedDict(),"OrderedDict([('Tackle', '1'), ('Tail Whip', '1'), ('Quick Attack', '4'), ('Focus Energy', '7'), ('Bite', '10'), ('Pursuit', '13'), ('Hyper Fang', '16'), ('Assurance', '19'), ('Crunch', '22'), ('Sucker Punch', '25'), ('Super Fang', '28'), ('Double-Edge', '31'), ('Endeavor', '34')])","OrderedDict([('Bite', 'Dark'), ('Counter', 'Fighting'), ('Final Gambit', 'Fighting'), ('Flame Wheel', 'Fire'), ('Fury Swipes', 'Normal'), ('Last Resort', 'Normal'), ('Me First', 'Normal'), ('Revenge', 'Fighting'), ('Reversal', 'Fighting'), ('Screech', 'Normal'), ('Uproar', 'Normal')])","OrderedDict([('Covet', 'Normal'), ('Endeavor', 'Normal'), ('Icy Wind', 'Ice'), ('Iron Tail', 'Steel'), ('Last Resort', 'Normal'), ('Shock Wave', 'Electric'), ('Snore', 'Normal'), ('Super Fang', 'Normal'), ('Uproar', 'Normal'), ('Zen Headbutt', 'Psychic')])","OrderedDict([('Work Up', '1'), ('Toxic', '6'), ('Hidden Power', '10'), ('Sunny Day', '11'), ('Taunt', '12'), ('Ice Beam', '13'), ('Blizzard', '14'), ('Protect', '17'), ('Rain Dance', '18'), ('Frustration', '21'), ('Thunderbolt', '24'), ('Thunder', '25'), ('Return', '27'), ('Shadow Ball', '30'), ('Double Team', '32'), ('Facade', '42'), ('Rest', '44'), ('Attract', '45'), ('Thief', '46'), ('Round', '48'), ('Charge Beam', '57'), ('Thunder Wave', '73'), ('Grass Knot', '86'), ('Swagger', '87'), ('Sleep Talk', '88'), ('U-turn', '89'), ('Substitute', '90'), ('Wild Charge', '93'), ('Confide', '100')])"
Raticate,020,Normal ,Mouse Pokémon,2?4? (0.71m),40.8 lbs (18.5 kg),GutsRun AwayHustle (hidden ability),020 (Red/Blue)018 (Gold/Silver)020 (FireRed/LeafGreen)018 (HeartGold/SoulSilver)060 (Black 2/White 2)016 (Sun/Moon)016 (Ultra Sun/Ultra Moon)016 (Ultra Sun/Ultra Moon)007 (Ultra Sun/Ultra Moon)007 (Ultra Sun/Ultra Moon)007 (Ultra Sun/Ultra Moon),Ratta,2 Speed ,"127 (16.6% with PokéBall, full HP)",70 (normal),116,Medium Fast,Field ,"50% male, 50% female","15 (base 3,840 steps)",413,55,81,60,50,70,97,"OrderedDict([('Nor', ''), ('Fir', ''), ('Wat', ''), ('Ele', ''), ('Gra', ''), ('Ice', ''), ('Fig', '2'), ('Poi', ''), ('Gro', ''), ('Fly', ''), ('Psy', ''), ('Bug', ''), ('Roc', ''), ('Gho', '0'), ('Dra', ''), ('Dar', ''), ('Ste', ''), ('Fai', '')])","OrderedDict([('Scary Face', 'Normal')])","OrderedDict([('Focus Energy', '7'), ('Quick Attack', '4'), ('Scary Face', '1'), ('Swords Dance', '1'), ('Tackle', '1'), ('Tail Whip', '1'), ('Bite', '10'), ('Pursuit', '13'), ('Hyper Fang', '16'), ('Assurance', '19'), ('Crunch', '24'), ('Sucker Punch', '29'), ('Super Fang', '34'), ('Double-Edge', '39'), ('Endeavor', '44')])","OrderedDict([('Bite', 'Dark'), ('Counter', 'Fighting'), ('Final Gambit', 'Fighting'), ('Flame Wheel', 'Fire'), ('Fury Swipes', 'Normal'), ('Last Resort', 'Normal'), ('Me First', 'Normal'), ('Revenge', 'Fighting'), ('Reversal', 'Fighting'), ('Screech', 'Normal'), ('Uproar', 'Normal')])","OrderedDict([('Covet', 'Normal'), ('Endeavor', 'Normal'), ('Icy Wind', 'Ice'), ('Iron Tail', 'Steel'), ('Last Resort', 'Normal'), ('Shock Wave', 'Electric'), ('Snore', 'Normal'), ('Stomping Tantrum', 'Ground'), ('Super Fang', 'Normal'), ('Throat Chop', 'Dark'), ('Uproar', 'Normal'), ('Zen Headbutt', 'Psychic')])","OrderedDict([('Work Up', '1'), ('Roar', '5'), ('Toxic', '6'), ('Hidden Power', '10'), ('Sunny Day', '11'), ('Taunt', '12'), ('Ice Beam', '13'), ('Blizzard', '14'), ('Hyper Beam', '15'), ('Protect', '17'), ('Rain Dance', '18'), ('Frustration', '21'), ('Thunderbolt', '24'), ('Thunder', '25'), ('Return', '27'), ('Shadow Ball', '30'), ('Double Team', '32'), ('Facade', '42'), ('Rest', '44'), ('Attract', '45'), ('Thief', '46'), ('Round', '48'), ('Charge Beam', '57'), ('Giga Impact', '68'), ('Thunder Wave', '73'), ('Swords Dance', '75'), ('Grass Knot', '86'), ('Swagger', '87'), ('Sleep Talk', '88'), ('U-turn', '89'), ('Substitute', '90'), ('Wild Charge', '93'), ('Confide', '100')])"
Spearow,021,Normal Flying ,Tiny Bird Pokémon,1?0? (0.30m),4.4 lbs (2.0 kg),Keen EyeSniper (hidden ability),021 (Red/Blue)013 (Gold/Silver)021 (FireRed/LeafGreen)013 (HeartGold/SoulSilver)109 (X/Y)073 (Sun/Moon)087 (Ultra Sun/Ultra Moon)087 (Ultra Sun/Ultra Moon)040 (Ultra Sun/Ultra Moon)033 (Ultra Sun/Ultra Moon),Onisuzume,1 Speed ,"255 (33.3% with PokéBall, full HP)",70 (normal),58,Medium Fast,Flying ,"50% male, 50% female","15 (base 3,840 steps)",262,40,60,30,31,31,70,"OrderedDict([('Nor', ''), ('Fir', ''), ('Wat', ''), ('Ele', '2'), ('Gra', '½'), ('Ice', '2'), ('Fig', ''), ('Poi', ''), ('Gro', '0'), ('Fly', ''), ('Psy', ''), ('Bug', '½'), ('Roc', '2'), ('Gho', '0'), ('Dra', ''), ('Dar', ''), ('Ste', ''), ('Fai', '')])",OrderedDict(),"OrderedDict([('Growl', '1'), ('Peck', '1'), ('Leer', '4'), ('Pursuit', '8'), ('Fury Attack', '11'), ('Aerial Ace', '15'), ('Mirror Move', '18'), ('Assurance', '22'), ('Agility', '25'), ('Focus Energy', '29'), ('Roost', '32'), ('Drill Peck', '36')])","OrderedDict([('Astonish', 'Ghost'), ('Feather Dance', 'Flying'), ('Feint Attack', 'Dark'), ('Quick Attack', 'Normal'), ('Razor Wind', 'Normal'), ('Scary Face', 'Normal'), ('Sky Attack', 'Flying'), ('Steel Wing', 'Steel'), ('Tri Attack', 'Normal'), ('Uproar', 'Normal'), ('Whirlwind', 'Normal')])","OrderedDict([('Defog', 'Flying'), ('Drill Run', 'Ground'), ('Heat Wave', 'Fire'), ('Sky Attack', 'Flying'), ('Snore', 'Normal'), ('Tailwind', 'Flying'), ('Uproar', 'Normal')])","OrderedDict([('Work Up', '1'), ('Toxic', '6'), ('Hidden Power', '10'), ('Sunny Day', '11'), ('Protect', '17'), ('Rain Dance', '18'), ('Roost', '19'), ('Frustration', '21'), ('Return', '27'), ('Double Team', '32'), ('Aerial Ace', '40'), ('Facade', '42'), ('Rest', '44'), ('Attract', '45'), ('Thief', '46'), ('Round', '48'), ('Echoed Voice', '49'), ('Steel Wing', '51'), ('False Swipe', '54'), ('Fly', '76'), ('Swagger', '87'), ('Sleep Talk', '88'), ('U-turn', '89'), ('Substitute', '90'), ('Confide', '100')])"
Fearow,022,Normal Flying ,Beak Pokémon,3?11? (1.19m),83.8 lbs (38.0 kg),Keen EyeSniper (hidden ability),022 (Red/Blue)014 (Gold/Silver)022 (FireRed/LeafGreen)014 (HeartGold/SoulSilver)110 (X/Y)074 (Sun/Moon)088 (Ultra Sun/Ultra Moon)088 (Ultra Sun/Ultra Moon)041 (Ultra Sun/Ultra Moon)034 (Ultra Sun/Ultra Moon),Onidoriru,2 Speed ,"90 (11.8% with PokéBall, full HP)",70 (normal),162,Medium Fast,Flying ,"50% male, 50% female","15 (base 3,840 steps)",442,65,90,65,61,61,100,"OrderedDict([('Nor', ''), ('Fir', ''), ('Wat', ''), ('Ele', '2'), ('Gra', '½'), ('Ice', '2'), ('Fig', ''), ('Poi', ''), ('Gro', '0'), ('Fly', ''), ('Psy', ''), ('Bug', '½'), ('Roc', '2'), ('Gho', '0'), ('Dra', ''), ('Dar', ''), ('Ste', ''), ('Fai', '')])",OrderedDict(),"OrderedDict([('Drill Run', '45'), ('Growl', '1'), ('Leer', '4'), ('Peck', '1'), ('Pluck', '1'), ('Pursuit', '8'), ('Fury Attack', '11'), ('Aerial Ace', '15'), ('Mirror Move', '18'), ('Assurance', '23'), ('Agility', '27'), ('Focus Energy', '32'), ('Roost', '36'), ('Drill Peck', '41')])","OrderedDict([('Astonish', 'Ghost'), ('Feather Dance', 'Flying'), ('Feint Attack', 'Dark'), ('Quick Attack', 'Normal'), ('Razor Wind', 'Normal'), ('Scary Face', 'Normal'), ('Sky Attack', 'Flying'), ('Steel Wing', 'Steel'), ('Tri Attack', 'Normal'), ('Uproar', 'Normal'), ('Whirlwind', 'Normal')])","OrderedDict([('Defog', 'Flying'), ('Drill Run', 'Ground'), ('Heat Wave', 'Fire'), ('Laser Focus', 'Normal'), ('Sky Attack', 'Flying'), ('Snore', 'Normal'), ('Tailwind', 'Flying'), ('Throat Chop', 'Dark'), ('Uproar', 'Normal')])","OrderedDict([('Work Up', '1'), ('Toxic', '6'), ('Hidden Power', '10'), ('Sunny Day', '11'), ('Hyper Beam', '15'), ('Protect', '17'), ('Rain Dance', '18'), ('Roost', '19'), ('Frustration', '21'), ('Return', '27'), ('Double Team', '32'), ('Aerial Ace', '40'), ('Facade', '42'), ('Rest', '44'), ('Attract', '45'), ('Thief', '46'), ('Round', '48'), ('Echoed Voice', '49'), ('Steel Wing', '51'), ('False Swipe', '54'), ('Giga Impact', '68'), ('Fly', '76'), ('Swagger', '87'), ('Sleep Talk', '88'), ('U-turn', '89'), ('Substitute', '90'), ('Confide', '100')])"
